ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_3186,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraconiothyrium,NA
ASV_3187,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_3189,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
ASV_3191,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Montagnula,NA
ASV_3192,k__Fungi,p__Ascomycota,c__Candelariomycetes,o__Candelariales,f__Candelariaceae,g__Candelaria,s__concolor
ASV_3193,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Pellidiscus,NA
ASV_3194,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA
ASV_3195,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
ASV_3196,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,NA
ASV_3197,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Alternariaster,s__centaureae-diffusae
ASV_3198,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Teratosphaeriaceae_gen_Incertae_sedis,NA
ASV_3199,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__hungarica
ASV_3200,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Pseudosperma,NA
ASV_3201,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3204,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Dictyosporiaceae_gen_Incertae_sedis,NA
ASV_3205,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_3207,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3209,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,NA
ASV_3210,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__trivialis
ASV_3211,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_3212,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__asiaticiphlyctidospora
ASV_3215,k__Fungi,p__Calcarisporiellomycota,c__Calcarisporiellomycetes,o__Calcarisporiellales,f__Calcarisporiellaceae,g__Calcarisporiella,NA
ASV_3216,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__albobadia
ASV_3217,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellales_fam_Incertae_sedis,g__Tremellales_gen_Incertae_sedis,NA
ASV_3218,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__dimennae
ASV_3221,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_3222,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Trichosphaeriales,f__Trichosphaeriaceae,g__Nigrospora,s__oryzae
ASV_3223,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Waitea,NA
ASV_3224,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,NA,NA
ASV_3225,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,s__taiwanensis
ASV_3227,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,NA
ASV_3229,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Seiridium,s__ceratosporum
ASV_3231,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,s__microstegii
ASV_3233,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__bicolor
ASV_3235,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3236,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,NA
ASV_3239,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Gnomoniopsis,NA
ASV_3240,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_3241,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Disciseda,NA
ASV_3244,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__cryptocephala
ASV_3245,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__rhizomorphus
ASV_3246,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_3247,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,s__poagena
ASV_3248,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Occultifur,s__kilbournensis
ASV_3251,k__Fungi,p__Kickxellomycota,c__Kickxellomycota_cls_Incertae_sedis,o__Kickxellomycota_ord_Incertae_sedis,f__Kickxellomycota_fam_Incertae_sedis,g__Kickxellomycota_gen_Incertae_sedis,NA
ASV_3252,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
ASV_3253,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__galzinii
ASV_3254,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metacordyceps,NA
ASV_3261,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,s__intestinacea
ASV_3262,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_3264,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3266,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Passalora,s__fusimaculans
ASV_3269,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,s__muralis
ASV_3270,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,NA
ASV_3273,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__gossypii
ASV_3274,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Calloriaceae,g__Calloriaceae_gen_Incertae_sedis,NA
ASV_3275,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA
ASV_3276,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_3278,k__Fungi,p__Ascomycota,c__Laboulbeniomycetes,o__Laboulbeniomycetes_ord_Incertae_sedis,f__Laboulbeniomycetes_fam_Incertae_sedis,g__Laboulbeniomycetes_gen_Incertae_sedis,NA
ASV_3283,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3284,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Neopyrenochaetaceae,g__Neopyrenochaeta,s__acicola
ASV_3286,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,s__mexiusanum
ASV_3288,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_3289,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_3290,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Paratricharina,s__poiraultii
ASV_3292,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Agaricomycetes_fam_Incertae_sedis,g__Xenasmatella,s__tulasnelloidea
ASV_3295,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Peltaster,s__gemmifer
ASV_3297,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,NA
ASV_3298,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__guiyangensis
ASV_3299,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3300,k__Heterolobosa,p__Heterolobosa_phy_Incertae_sedis,c__Heterolobosa_cls_Incertae_sedis,o__Heterolobosa_ord_Incertae_sedis,f__Heterolobosa_fam_Incertae_sedis,g__Heterolobosa_gen_Incertae_sedis,NA
ASV_3302,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Albifimbria,s__verrucaria
ASV_3305,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__ephemera
ASV_3306,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Dothioraceae_gen_Incertae_sedis,NA
ASV_3308,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
ASV_3309,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3310,k__Fungi,p__Kickxellomycota,c__Kickxellomycota_cls_Incertae_sedis,o__Kickxellomycota_ord_Incertae_sedis,f__Kickxellomycota_fam_Incertae_sedis,g__Kickxellomycota_gen_Incertae_sedis,NA
ASV_3312,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Hyalorbilia,NA
ASV_3314,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Pycnoporus,NA
ASV_3315,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_3316,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_3317,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,NA
ASV_3318,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Helicodendron,NA
ASV_3319,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,NA
ASV_3322,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phanerodontia,s__chrysosporium
ASV_3328,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,NA,NA
ASV_3329,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Microdiplodia,NA
ASV_3331,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromatales_fam_Incertae_sedis,g__Pseudomicrostroma,s__glucosiphilum
ASV_3334,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__hiemalis
ASV_3335,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_3336,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,g__Pectenia,NA
ASV_3338,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3339,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3341,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,NA,NA
ASV_3342,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Radulomycetaceae,g__Radulomyces,NA
ASV_3345,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__nigrescens
ASV_3348,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,NA
ASV_3349,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,NA,NA
ASV_3350,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Camarographium,NA
ASV_3353,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_3354,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__sowerbyi
ASV_3356,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,NA
ASV_3358,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Pezizella,NA
ASV_3359,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_3362,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_3363,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__fuscidula
ASV_3364,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_3365,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3366,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__salicis
ASV_3367,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3370,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_3371,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Calvatia,s__cyathiformis
ASV_3372,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_3374,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,NA,NA
ASV_3375,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__bialowiezense
ASV_3376,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascodesmidaceae,g__Cephaliophora,NA
ASV_3377,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3378,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,s__perumbilicatum
ASV_3380,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__salicis
ASV_3381,k__Stramenopila,p__Ochrophyta,c__Ochrophyta_cls_Incertae_sedis,o__Ochrophyta_ord_Incertae_sedis,f__Ochrophyta_fam_Incertae_sedis,g__Ochrophyta_gen_Incertae_sedis,NA
ASV_3383,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3384,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_3386,k__Viridiplantae,p__Chlorophyta,c__Chlorophyceae,o__Volvocales,f__Chlamydomonadaceae,g__Chlamydomonas,s__ulvaensis
ASV_3387,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_3389,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3390,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA
ASV_3393,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Alfaria,NA
ASV_3394,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Coniosporium,NA
ASV_3395,k__Fungi,p__Basidiomycota,c__Agaricomycotina_cls_Incertae_sedis,o__Agaricomycotina_ord_Incertae_sedis,f__Agaricomycotina_fam_Incertae_sedis,g__Agaricomycotina_gen_Incertae_sedis,NA
ASV_3396,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_3397,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,s__hawaiiensis
ASV_3398,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Thyronectria,s__orientalis
ASV_3399,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_3400,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
ASV_3401,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Coprinus,s__comatus
ASV_3403,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Ophiognomonia,s__setacea
ASV_3404,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Montagnula,s__opulenta
ASV_3405,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_3407,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_3408,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_3412,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Calloriaceae,g__Calloriaceae_gen_Incertae_sedis,NA
ASV_3413,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_3414,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Fragilariales,f__Fragilariaceae,g__Tabularia,NA
ASV_3415,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3416,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__germanica
ASV_3420,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pseudotricharina,NA
ASV_3421,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Mycoarthris,NA
ASV_3422,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__flavescens
ASV_3424,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3425,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Hydeomyces,s__desertipleosporoides
ASV_3426,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__restricta
ASV_3427,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,NA
ASV_3428,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Acrocalymmaceae,g__Acrocalymma,s__vagum
ASV_3430,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Tricharina,s__hiemalis
ASV_3431,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Gastrosporiaceae,g__Gastrosporium,s__gossypinum
ASV_3432,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_3434,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amniculicolaceae,g__Amniculicola,NA
ASV_3436,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Oliveonia,NA
ASV_3437,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Tricharina,s__hiemalis
ASV_3438,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromataceae,g__Microstroma,s__bacarum
ASV_3439,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3440,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA
ASV_3441,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
ASV_3442,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellales_fam_Incertae_sedis,g__Mycosphaerellales_gen_Incertae_sedis,NA
ASV_3443,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3447,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Coleophoma,NA
ASV_3448,k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Tricellula,NA
ASV_3449,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,NA
ASV_3451,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3452,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,NA
ASV_3453,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucariaceae_gen_Incertae_sedis,NA
ASV_3454,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_3455,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,NA,NA,NA
ASV_3457,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3458,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__variegata
ASV_3460,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,NA,NA
ASV_3462,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,NA
ASV_3463,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Amphisphaeriaceae,g__Microdochium,s__trichocladiopsis
ASV_3464,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiaceae_gen_Incertae_sedis,NA
ASV_3465,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Arthoniales,f__Roccellaceae,g__Austroroccella,s__gayana
ASV_3467,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA
ASV_3468,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__yunnanensis
ASV_3469,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
ASV_3471,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_3472,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,s__corollinum
ASV_3474,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__brevisetulosus
ASV_3476,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_3477,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_3478,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Boudiera,s__acanthospora
ASV_3479,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_3481,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,NA
ASV_3482,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,NA
ASV_3484,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paracamarosporium,s__fagi
ASV_3485,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Scutellinia,s__patagonica
ASV_3486,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Neoschizothecium,s__carpinicola
ASV_3487,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
ASV_3488,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__atramentaria
ASV_3489,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Pseudohyphozyma,s__hydrangeae
ASV_3490,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycota_cls_Incertae_sedis,o__Blastocladiomycota_ord_Incertae_sedis,f__Blastocladiomycota_fam_Incertae_sedis,g__Blastocladiomycota_gen_Incertae_sedis,NA
ASV_3491,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,NA,NA,NA
ASV_3492,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Setophoma,NA
ASV_3494,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Herpotrichia,s__striatispora
