ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_5262,k__Stramenopila,p__Oomycota,c__Oomycetes,o__Oomycetes_ord_Incertae_sedis,f__Oomycetes_fam_Incertae_sedis,g__Oomycetes_gen_Incertae_sedis,NA
ASV_5263,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__Keratinophyton,s__lemmensii
ASV_5264,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA
ASV_5265,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,NA
ASV_5266,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5267,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5268,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,NA
ASV_5270,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Oliveonia,NA
ASV_5272,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5273,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Cercospora,NA
ASV_5275,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__robusta
ASV_5277,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,NA,NA
ASV_5278,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5281,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5282,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Phallaceae,g__Mutinus,NA
ASV_5283,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA
ASV_5284,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Oliveonia,NA
ASV_5287,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amniculicolaceae,g__Amniculicola,s__parva
ASV_5290,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,NA
ASV_5292,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5295,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5296,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__pseudoperfecta
ASV_5297,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremellaceae_gen_Incertae_sedis,NA
ASV_5298,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Crassiparies,NA
ASV_5299,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5301,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__plagioporus
ASV_5305,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA
ASV_5306,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Poaceascoma,s__helicoides
ASV_5308,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,g__Pseudocoleophoma,s__calamagrostidis
ASV_5312,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Halosarpheia,NA
ASV_5313,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,NA
ASV_5314,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,NA
ASV_5315,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,NA
ASV_5318,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolales_fam_Incertae_sedis,g__Thelebolales_gen_Incertae_sedis,NA
ASV_5319,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Pervetustaceae,g__Pervetustus,NA
ASV_5320,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
ASV_5321,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__quadriseptata
ASV_5322,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,NA,NA
ASV_5324,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Paracremonium,s__binnewijzendii
ASV_5325,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_5326,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,NA
ASV_5327,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Helminthosporium,s__solani
ASV_5330,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,s__castaneae
ASV_5333,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5334,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Gastrosporiaceae,g__Gastrosporium,s__gossypinum
ASV_5336,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Cylindrocladiella,NA
ASV_5339,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Cymbellales,f__Gomphonemataceae,g__Gomphonema,NA
ASV_5346,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__bryophila
ASV_5347,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_5348,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__globispora
ASV_5350,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_5352,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__chrysanthemicola
ASV_5353,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,s__nothofagi
ASV_5354,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__albobadia
ASV_5355,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,NA,NA,NA
ASV_5357,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,NA
ASV_5358,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__galzinii
ASV_5359,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Cladorrhinum,s__flexuosum
ASV_5364,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__lagopus
ASV_5365,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Inonotus,s__andersonii
ASV_5366,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,NA
ASV_5369,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Halobyssothecium,NA
ASV_5370,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Reticulascaceae,g__Reticulascaceae_gen_Incertae_sedis,NA
ASV_5372,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Clavulina,NA
ASV_5373,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_5374,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Testudinaceae,NA,NA
ASV_5375,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,NA,NA
ASV_5377,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Pestalotiopsidaceae,g__Pestalotiopsis,s__rhododendri
ASV_5378,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__avenaria
ASV_5379,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__subovalis
ASV_5381,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__radiata
ASV_5383,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
ASV_5384,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Cystoagaricus,s__sylvestris
ASV_5386,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,NA,NA
ASV_5387,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__infectoria
ASV_5389,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5390,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiales_fam_Incertae_sedis,g__Blastocladiales_gen_Incertae_sedis,NA
ASV_5392,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,s__carminei
ASV_5393,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Acrospermales,f__Acrospermales_fam_Incertae_sedis,g__Acrospermales_gen_Incertae_sedis,NA
ASV_5394,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Parastagonospora,s__nodorum
ASV_5396,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
ASV_5397,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_5398,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Remotididymella,s__bauhiniae
ASV_5399,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__trivialis
ASV_5400,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Pseudohalonectria,s__lignicola
ASV_5401,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Castanediellaceae,g__Castanediella,NA
ASV_5402,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ASV_5403,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,NA,NA
ASV_5404,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__plagioporus
ASV_5405,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__paraflava
ASV_5406,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_5407,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Porocercospora,s__seminalis
ASV_5408,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__variasi
ASV_5409,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,NA,NA
ASV_5410,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,NA
ASV_5413,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Tylosporaceae,g__Amphinema,NA
ASV_5414,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5416,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,s__calcareum
ASV_5418,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__flagelliformis
ASV_5419,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,NA,NA
ASV_5421,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucorales_fam_Incertae_sedis,g__Mucorales_gen_Incertae_sedis,NA
ASV_5423,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,f__Ramicandelaberaceae,g__Ramicandelaber,NA
ASV_5426,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_5427,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Fonsecazyma,s__mujuensis
ASV_5428,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Lachnocladiaceae,g__Dichostereum,s__pallescens
ASV_5429,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_5430,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA,NA
ASV_5431,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Pannariaceae,g__Pectenia,NA
ASV_5435,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Phallales,f__Gastrosporiaceae,g__Gastrosporium,s__gossypinum
ASV_5438,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5439,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__ngohengohe
ASV_5441,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Efibula,s__gracilis
ASV_5445,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5446,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellomycetes_ord_Incertae_sedis,f__Tremellomycetes_fam_Incertae_sedis,g__Tremellomycetes_gen_Incertae_sedis,NA
ASV_5447,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__sporulosa
ASV_5449,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Fenestellaceae,g__Fenestella,NA
ASV_5450,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Immotthia,NA
ASV_5451,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Mytilinidales_fam_Incertae_sedis,g__Mytilinidales_gen_Incertae_sedis,NA
ASV_5452,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__eurysporus
ASV_5453,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,NA,NA
ASV_5455,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,NA,NA
ASV_5456,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,NA,NA
ASV_5457,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,NA,NA
ASV_5458,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Trematosphaeriaceae,g__Trematosphaeria,s__pertusa
ASV_5460,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__littoralis
ASV_5461,k__Stramenopila,p__Ochrophyta,c__Bacillariophyceae,o__Naviculales,f__Naviculaceae,g__Navicula,s__cryptocephala
ASV_5462,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__hastifer
ASV_5463,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Setomelanomma,s__holmii
ASV_5465,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,g__Helicosporium,NA
ASV_5466,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tricladiaceae,g__Spirosphaera,s__cupreorufescens
ASV_5470,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,NA,NA
ASV_5473,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA
ASV_5474,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,s__poagena
ASV_5475,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,s__anomala
ASV_5476,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5477,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_5478,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_5479,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__aquatica
ASV_5480,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
ASV_5481,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,NA
ASV_5482,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,f__GS11_fam_Incertae_sedis,g__GS11_gen_Incertae_sedis,NA
ASV_5486,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Paramycosphaerella,NA
ASV_5487,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Anteagloniaceae,g__Anteaglonium,s__gordoniae
ASV_5490,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__pilosa
ASV_5491,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Paulisebacina,NA
ASV_5493,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Keissleriella,s__taminensis
ASV_5494,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,NA
ASV_5496,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__infirmominiatum
ASV_5498,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Ploettnerulaceae,g__Cadophora,NA
ASV_5500,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5501,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Sphaerulina,s__pseudovirgaureae
ASV_5502,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__rishikesha
ASV_5504,k__Stramenopila,p__Ochrophyta,c__Eustigmatophyceae,o__Eustigmatales,f__Eustigmataceae,g__Eustigmatos,NA
ASV_5509,k__Fungi,p__Basidiomycota,c__Dacrymycetes,o__Dacrymycetales,f__Dacrymycetaceae,g__Dacryopinax,s__indacocheae
ASV_5510,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__diversisporum
ASV_5514,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,NA,NA,NA,NA
ASV_5518,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__dunensis
ASV_5519,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5521,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_5523,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5524,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Discinellaceae,g__Discinellaceae_gen_Incertae_sedis,NA
ASV_5526,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Gomphaceae,g__Ramaria,s__beninensis
ASV_5527,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,NA,NA
ASV_5531,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__sclerotioides
ASV_5537,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Pleurophoma,NA
ASV_5538,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudocamarosporium,s__africanum
ASV_5539,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Panaeolus,NA
ASV_5541,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,NA
ASV_5546,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Plagiostoma,NA
ASV_5553,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
ASV_5554,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__lusitanicus
ASV_5555,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5556,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Sidera,s__vesiculosa
ASV_5557,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__olivacea
ASV_5558,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Peziza,s__fimeti
ASV_5560,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__gossypii
ASV_5562,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5565,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Sclerostagonospora,NA
ASV_5566,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Gomphaceae,g__Phaeoclavulina,s__minutispora
ASV_5567,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,s__pistaciae
ASV_5568,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,NA
ASV_5572,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
ASV_5573,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Pseudoophiobolus,s__rosae
ASV_5575,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Monacrosporium,NA
ASV_5576,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ASV_5577,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__laxitexta
ASV_5578,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
ASV_5581,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,s__fimbriatum
ASV_5585,k__Fungi,p__Basidiomycota,c__Basidiomycota_cls_Incertae_sedis,o__Basidiomycota_ord_Incertae_sedis,f__Basidiomycota_fam_Incertae_sedis,g__Basidiomycota_gen_Incertae_sedis,NA
ASV_5586,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__radicellus
ASV_5588,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Mytilinidales_fam_Incertae_sedis,g__Mytilinidales_gen_Incertae_sedis,NA
ASV_5591,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,NA,NA
ASV_5592,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,NA
ASV_5598,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Tetracladium,NA
ASV_5599,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Thelidium,NA
ASV_5604,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,NA
ASV_5606,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cryptocline,s__arctostaphyli
ASV_5607,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Boubovia,NA
ASV_5608,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ASV_5609,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
ASV_5610,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliomycetes_ord_Incertae_sedis,f__Orbiliomycetes_fam_Incertae_sedis,g__Orbiliomycetes_gen_Incertae_sedis,NA
ASV_5611,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,NA
ASV_5617,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Efibula,s__gracilis
ASV_5618,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriales_fam_Incertae_sedis,g__Dendrophoma,NA
ASV_5619,k__Fungi,NA,NA,NA,NA,NA,NA
ASV_5620,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascodesmidaceae,g__Ascodesmidaceae_gen_Incertae_sedis,NA
ASV_5621,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA
ASV_5622,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Edenia,s__gomezpompae
ASV_5625,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,NA
